PhraseNo,Phrase,IsHateSpeech
1581,"Hello. I'm Nanny Stella.
",NO
1582,"Oh, thank you so much for coming. Please come in. 
",NO
1583,"And you must be Eric.
",NO
1584,"Mom, I want a Twinkie.
",NO
1585,"All, all right dear. 
",NO
1586,"Hold on, Mrs. Cartman. There are going to be some rule changes around here, Eric. First of all, no video games until chores are done.
",NO
1587,"Ha! Hahahahahaha
",NO
1588,"I'm serious. Let's put down the video game and go to the kitchen.
",NO
1589,"No thanks, I'd rather naught.
",NO
1590,"Right. Then I'm going to have to take it. 
",NO
1591,"All right! I've dealt with this before! We just need to use psychology on him!
",NO
1592,"Don't stop believing. Hold on to that feeling.
",NO
1593,"Eric, can I just talk to you for a quick second? Why are you so angry?
",NO
1594,"Because you took my Xbox.
",NO
1595,"Is this about more than your video game? Are you feeling angry at me because you think I'm here to change your life?
",NO
1596,"Well, yeah.
",NO
1597,"And you're feeling like I have no right to come in and tell you how to live.
",NO
1598,"Yeah. I guess so.
",NO
1599,"See this? You have to take the time to talk to your children about their feelings. What else are you feeling, Eric?
",NO
1600,"Well, I'm feeling confused, because I don't understand why you became a nanny.
",NO
1601,"Me? Well, it's because I love children, like you.
",NO
1602,"Right, but... if you love children so much, how come you're not a mommy?
",NO
1603,"Oh, I just never had kids.
",NO
1604,"Why not?
",NO
1605,"It... just... didn't happen.
",NO
1606,"You're sterile, is that it?  No, that's too convenient of an excuse. The truth is, nobody ever wanted to have babies with you. Isn't that it?  Always the mom's maid and never the mom? Must be hard on you, knowing that the years are ticking away, your friends all getting married and all the while your uterus is slowly shriveling away, drying up, becoming totally worthless.
",YES
1607,"That's it!  I'm not doing this!
",NO
1608,"Oh, but we really need some help. 
",NO
1609,"Find yourself another nanny... television show!
",NO
1610,"Coming up next, it's Super Nanny! Where other nannies fail, Nanny Jo comes through. 
",NO
1611,"This child's behavior is totally unacceptable!
",NO
1612,"Well, there's no trial too tough for Super Nanny! In just three days' time you're going to see a new Eric Cartman.
",NO
1613,"I'm afraid Super Nanny is in a deep state of mental psychosis.
",NO
1614,"What do you mean?
",NO
1615,"I mean,  she spends most of her time sobbing and eating her own excrement. 
",NO
1616,"Tsst. See, I'm not validating his bad behavior with either negative or positive response.
",NO
1617,"Oh, that's very interesting.
",NO
1618,"I think the first thing we need to work on is getting the child some exercise. He's fat and he has all this pent-up energy that-
",NO
1619,"I'm not fat!
",NO
1620,"Tsst. -we need to let him burn off. Do you take walks with your son?
",NO
1621,"Well, no, I don't.
",NO
1622,"Go on, take your son for a walk.
",NO
1623,"Don't look at him, just look straight ahead and he'll run out of evergy soon. 
",NO
1624,"Maaaa. Mommm.  Mommm.
",NO
1625,"Here, why don't you try it now? Take your son. 
",NO
1626,"Mom, seriously, people are seeing me!
",NO
1627,"Good. Just keep your confidence, shoulders back, eyes straight ahead. The child can pick up on that confidence, learning he's supposed to follow you, not lead you.
",NO
1628,"Mom, don't you love me? Can't you see I'm unhappy right now?
",NO
1629,"Tsst. 
",NO
1630,"Mom!
",NO
1631,"Good, Ms. Cartman. Very good!
",NO
1632,"And now, back to the Dog Whisperer.
",NO
1633,"It is important to understand that dogs run in packs. And one dog is always dominant: the pack leader.
",NO
1634,"It's okay, this is all part of the dominance struggle.
",NO
1635,"But what if he does run away.
",NO
1636,"Let him go. He'll be back. This a good opportunity for you to relax and enjoy your favorite hobby. 
",NO
1637,"Oh boy, Park Avenue! I'm rich! 
",NO
1638,"Hey guys, I've got some pretty big news.  I ran away from home. Yeah, my mom just... doesn't care about me anymore, so I moved out. She didn't even try to stop me. It's gonna be tough livin' on my own. But I'll get by, somehow.
",NO
1639,"You can't stay here.
",NO
1640,"Maybe you didn't hear me! I ran away! I don't have anywhere to sleep! I'm out on the street!
",NO
1641,"You'er not staying at my house either.
",NO
1642,"All right, that's fine! Butters, I'll crash with you.
",NO
1643,"No, my parents won't let me bring homeless people home anymore.
",NO
1644,"Well what do you guys expect me to do?! Stay at Kenny's house?!  His family's totally poor; I'm not staying with poor people!  All right, I'll stay with Kenny. Let's go, man.
",NO
1645,"Och! Well, I guess now we see just how supportive friends can be! When the chips are down you won't even lend a hand! I'll just go sleep on the street somewhere!  Out in the cold! Probably get mugged and gang-raped by some minorities! You guys'll be sorry when I turn up dead! 
",NO
1646,"Whoopie! G and R Railroad!
",NO
1647,"Hey Jimmy. You're not gonna believe this, but... I ran away from home. I just... I really need the support of my best friend right now.
",NO
1648,"Who is your best friend?
",NO
1649,"You are, Jimmy! We've always been best friends. We know everything about each other.
",NO
1650,"What's my last name?
",NO
1651,"All right, I'm back.
",NO
1652,"Oh Eric, I'm so happy you're home.
",NO
1653,"Yes, well, hopefully you've learned your lesson! I've come back, but there's going to be some changes around here.
",NO
1654,"Look what I did, Eric. I learned how to make Sumie paintings. I had almost forgotten how artistic I was.
",NO
1655,"That's super-interesting. But I've been out living in the streets for almost four hours! Make me something to eat.
",NO
1656,"Cesar...
",NO
1657,"How is the painting going?
",NO
1658,"Oh look it came back.
",NO
1659,"Yup, just like you said he would.
",NO
1660,"What is he still doing here?!
",NO
1661,"He said he's hungry. What should I do?
",NO
1662,"Well let's feed it.
",NO
1663,"What the hell is this?! Skinless chicken, boiled vegetables and salad?! This is just like Auschwitz!
",NO
1664,"This is more aggressive-dominant behavior. Don't nurture it.
",NO
1665,"Oh my God. Bite-size Snickers? That's it. I'm calling child-protective services! 
",NO
1666,"Come on, Ms. Cartman, you must become pack leader. What do you do?
",NO
1667,"Eric, if you don't want to eat then, why don't you go brush your teeth and go to bed?!
",NO
1668,"Nooo, you're asking him a favor. Don't ask a favor, dominate! 
",NO
1669,"Mom, I want this guy OUT of here! You got it? If he's not gone, in two minutes, I will call social services on you!
",NO
1670,"You project the dominant energy and he will pick up on it. I promise. Shoulder back, head high, don't reason with it, don't argue with it, just dominate it.
",NO
1671,"I am your son, and you will listen to me! You have no right to-
",NO
1672,"Tsst.
",NO
1673,"Mon, know it off! I'm not gonna stand for th-
",NO
1674,"Tsst. 
",NO
1675,"He's never done this before.
",NO
1676,"Good. Now you can reward the behavior with praise and attention.
",NO
1677,"I love you very much, poopsiekins. You're Mommy's sunshine. 
",NO
1678,"Now you can give him a snack.  Good, this is really good. Now try a command.
",NO
1679,"Eric, I want you to go upstairs and brush your teeth. Then I'll be up to read you a story before bed.  Oh my goodness. I can't believe it.
",NO
1680,"This is a great first step, but you're gonna have to stay firm and confident. You are the pack leader now.
",NO
1681,"I am the pack leader! 
",NO
1682,"Now before you go read your son his story let's go enjoy a nice quiet cup of tea.
",NO
1683,"Sounds divine!
",NO
1684,"Who does she think telling me to go brush my teeth?!  Jesus. What's happening to me?
",NO
1685,"So, how is your son doing, Ms. Cartman?
",NO
1686,"Oh, he's been amazing, Cesar. He got an A on his last spelling test and a B+ in history. He's losing weight and he's doing what I tell him.
",NO
1687,"That's greeat!
",NO
1688,"The best part is I'm not letting him boss me around anymore. I could have never come out and have a nice lunch on a Saturday afternoon with a friend before.
",NO
1689,"Good, Ms. Cartman, sounds like you're treating your son like a son and not like a friend.
",NO
1690,"There's just one problem: he still fights me every step of the way. I feel like he's doing what I tell him, but that inside he's still the same angry spoiled child.
",NO
1691,"Don't worry. When you correct the behavior, eventually you will see a change in the personality.
",NO
1692,"Oh Cesar, I'm so happy to have you in my life. 
",NO
1693,"Dude, have you lost more weight?
",NO
1694,"Dude, don't kill your mom. That's not cool.
",NO
1695,"She's Hitler! Would you have killed Hitler if you had the chance?!  All right now, here's the plan. At 9:45 tonight I will sneak out of my room and leave the house, leaving the back door unlocked.  You guys come into the house at 10:30 p.m. sharp, having given me enough time to get down to Perkins to be seen by everyone there. And then all four of you go upstairs to kill my mom.
",NO
1696,"Dude, we're not killing your mom.
",NO
1697,"Well I can't kill her. I'm too obvious a suspect. Now, when you reach her room, Butters will keep a lookout while Kenny opens the bedroom door, Kyle puts a pillow over my mom's head, and Stan shoots her in the face.
",NO
1698,"Where am I supposed to get a gun?
",NO
1699,"Well I don't know. That's your job, Stan! Do I have to think of everything here?!
",NO
1700,"I'm not shooting anybody.
",NO
1701,"I love you, sweetie.
",NO
1702,"'K Mom, you're embarrassing me, jeez. 
",NO
1703,"Cesar. I'm so happy you're back.
",NO
1704,"How is the child doing?
",NO
1705,"Oh, he's amazing. I think the change in personality happened. He's doing things for himself now, and he seems to be accepting it. I've lost a best friend, but I've gained a son.
",NO
1706,"That's much healthier for him, and when he gets older he'll be able to be your friend too.
",NO
1707,"You're the best, Cesar, and to show my gratitude I've got two tickets for you and me to see Madame Butterfly this Friday night.
",NO
1708,"Well no, my work is done. I've got to get back to Los Angeles.
",NO
1709,"Oh... But I thought we were becoming friends.
",NO
1710,"No, not really. You're just a client. Well, good luck to you. Gotta go. 
",NO
1711,"I cleared up the table, Mom. I'm gonna go upstairs and make my bed now. 
",NO
1712,"Eric, how would you like to go with me to see Madame Butterfly Friday night?
",NO
1713,"No, that's okay. Besides, I told Stan and Kyle we could work on our science project then.
",NO
1714,"Well, what if I took you to Kentucky Fried Chicken afterward?  And then we'll go to Target and buy you a Mega Ranger.
",NO
1715,"Could I... perhaps have... two Mega Rangers?
",NO
1716,"Yes, darling. You can have whatever you want. 
",NO
1717,"Dude, my mouse-clicking finger hurts.
",NO
1718,"Keep clicking, Kyle! You can do it!
",NO
1719,"The admins tell us they are four players from a small town in Colorado.
",NO
1720,"Are they strong enough to defeat the Evil One?
",NO
1721,"We ran the numbers: even with their amazing rise in levels, they have a 90% mortality probability. They'd be walking in a slaughter!
",NO
1722,"There has to be...someway we can help them.
",NO
1723,"What about...the Sword of a Thousand Truths?
",NO
1724,"Quiet, Thomas! We aren't even to speak of that sword!
",NO
1725,"But maybe these new players are the ones the prophecy foretold of.
",NO
1726,"It is not an option!
",NO
1727,"What is this sword?
",NO
1728,"Long ago, when the World of Warcraft was created, one of the programmers put a sword called the Sword of a Thousand Truths into the game inventory. Apparently it could cause 120 damage per second, with an instant mana burn and an enchantment that boosts its stamina +80.
",NO
1729,"But the sword was considered to be too powerful for anyone to possess. So it was removed from the game and stored on a one-gig flash drive.
",NO
1730,"But it was foretold that one day, players who could wield the sword might reveal themselves.
",NO
1731,"Who foretold this prophecy?
",NO
1732,"Soltzman. He's an accountant.
",NO
1733,"Behold, the Sword of a Thousand Truths.  We must get this sword to the ones who have proven they have no life. Let's just hope to Christ they don't start the battle before we can reach them.
",NO
1734,"All right, you guys. The Moment of Truth is here. It is time for our final battle. Everyone, log in!
",NO
1735,"I'm in.
",NO
1736,"Me too.
",NO
1737,"(Me too.)
",NO
1738,"Everyone equip healing potions to the hotbar if you haven't already. Uh, Kyle, go ahead and cast Arcane Brilliance to raise our intelligence.
",NO
1739,"Hang on, I'm chaining my fire spells for max range.
",NO
1740,"Nice. Stan, what enchantment does your Cloak of the Tiger have?
",NO
1741,"15 agility.
",NO
1742,"Give the cloak to Kenny, he needs the agility boost for bow attacks.
",NO
1743,"'K.
",NO
1744,"Where?!
",NO
1745,"I don't know.
",NO
1746,"Sharon, his character is going to die if we don't get to him!
",NO
1747,"So what?
",NO
1748,"So what?! 
",NO
1749,"We're too late. Without the sword the players will fail.
",NO
1750,"Ih if we could get to a computer, we could sign on to the World of Warcraft and give the boys the sword online.
",NO
1751,"I don't have a World of Warcraft account. Do you?
",NO
1752,"No, I have a life. 
",NO
1753,"Give me the sword.
",NO
1754,"You?
",NO
1755,"I have a Warcraft character. I'm a newb, but I can log on and get the sword to Stan online.
",NO
1756,"We can't trust the Sword of a Thousand Truths to a newb!
",NO
1757,"Sounds to me like we don't have a choice! Give me the sword.  Ahhhh. Come on, we've got to get to a computer that works! 
",NO
1758,"Where's your car?
",NO
1759,"We took a cab here!
",NO
1760,"All right, major stone shield potions should be...Oh God, I'm going to have diarrhea again. Ohhh...Duuuh...
",NO
1761,"You can't go to the bathroom, you're stacking sunder armor!
",NO
1762,"It's okay.  Mom? Bathroom!
",NO
1763,"What hon?
",NO
1764,"Bathroom! Bathroom! 
",NO
1765,"Oohh, that's a big boy, isn't he? 
",NO
1766,"All right, Kenny, drink your elixir of the mongoose. I'm now going to use mocking blow.
",NO
1767,"World of Warcraft! I need to play!
",NO
1768,"Our demo is set up right over by the- 
",NO
1769,"Got to...sign in...character name...All right, I'm in! 
",NO
1770,"Dude, I'm almost dead.
",NO
1771,"Dad? Dad?
",NO
1772,"Staaan.  I've never been able to say this before, but...I love you, son.
",NO
1773,"I know you do, Dad.
",NO
1774,"Our world is saved! 
",NO
1775,"(Woohoo! Oh man!)
",NO
1776,"We did it you guys. We're totally heroes.
",NO
1777,"I can't believe it's all over. What do we do now?
",NO
1778,"What do you mean? Now we can finally play the game.
",NO
1779,"Oh yeah.
",NO
1780,"Okay Kenny, add Eyes of the Beast to your hotbar. Stan, check your fury talents to boost your shots.
",NO
1781,"Got it.
",NO
1782,"And so, class, that is when Joe Lee countered back to Aniston and said things like-  Oh hello, Mr. Mackey.
",NO
1783,"All the girls go out in the hall please? I need to speak with the boys of this class, m'kay?  Boys, we have a very serious problem! I've just come from the men's restroom, and somebody went number 2 in the urinal! 
",NO
1784,"What's a urinal?
",NO
1785,"A wall toilet for peeing in.
",NO
1786,"Who would take a d-dump in a urinal? It's such a s-senseless crime.
",NO
1787,"Mr. Mackey, I think you might want to entertain that this is some kind of conspiracy, just like 9/11.
",NO
1788,"Oh really?! Do you just believe everything you're told, Kyle?
",NO
1789,"Excuse me!! Could we get back to the issue, please?! You all don't seem to understand how serious this is!! Now who made dookie in the urinal?!  Oh, you think it's funny, huh?! M'kay! M'kay! You're gonna think it's real funny when the police get here!
",NO
1790,"I'm sorry, Mr. Mackey, but there just isn't really any evidence to go on.
",NO
1791,"But there must have been some motive. Nobody would just dook in the urinal for no reason.
",NO
1792,"But who would benefit from crapping in the urinal? Uh this is too big a mystery for me. I think we'd better call in the Hardly Boys.
",NO
1793,"That sure is a mystery.
",NO
1794,"Yeah, it sounds super-hard.
",NO
1795,"Whoever did it must have been angry with the school. Oh... Oooo... I think I'm getting a clue.
",NO
1796,"Oh... I'm starting to get a clue too.
",NO
1797,"My clue is kind of pointing this way.
",NO
1798,"Ohhgh. Yeah, now I've got a total clue.
",NO
1799,"I've still got a raging clue.
",NO
1800,"My clue's pointing over there now!
",NO
1801,"Oh, let's follow that clue! 
",NO
1802,"No, actually, it was a little of both. Sometimes when a disease is in all the magazines and all the news shows, it's only natural that you think you have it.",NO
1803,Where's Mr. Bergstrom?,NO
1804,I don't know. Although I'd sure like to talk to him. He didn't touch my lesson plan. What did he teach you?,NO
1805,That life is worth living.,NO
1806,"The polls will be open from now until the end of recess. Now, just in case any of you have decided to put any thought into this, we'll have our final statements. Martin?",NO
1807,I don't think there's anything left to say.,NO
1808,Bart?,NO
1809,Victory party under the slide!,NO
1810,Mr. Bergstrom! Mr. Bergstrom!,NO
1811,"Hey, hey, he Moved out this morning. He must have a new job -- he took his Copernicus costume.",NO
1812,Do you know where I could find him?,NO
1813,I think he's taking the next train to Capital City.,NO
1814,"The train, how like him... traditional, yet environmentally sound.",NO
1815,"Yes, and it's been the backbone of our country since Leland Stanford drove that golden spike at Promontory point.",NO
1816,"I see he touched you, too.",NO
1817,Somebody must have voted.,NO
1818,"What about you, Bart? Didn't you vote?",NO
1819,Uh oh.,NO
1820,"Hey, Lisa, indeed.",NO
1821,What? What is it?,NO
1822,"Oh, I mean, were you just going to leave, just like that?",NO
1823,"Oh son, when you're older, you'll know better.",NO
1824,"Hmmm. Oh, baby! Mmmm. Yeah.",NO
1825,Oh! They're here! How does everything look?,NO
1826,How do I look?,NO
1827,Do we have enough glasses?,NO
1828,Do we have enough gag ice cubs?,NO
1829,Homer! Homer! Put a record on!,NO
1830,What are all our friends names again?,NO
1831,Children! Go!,NO
1832,"Hey, anybody mind if I serve as bartender? You know, I have a Ph.D in Mixology.",NO
1833,College boy.,NO
1834,"Hey, Homer! Care to try some of my Flanders Planters punch?",NO
1835,Why not? I paid for it.,NO
1836,"Hey, Flanders, next time why don't you put a little alcohol in it?",NO
1837,"Au contraire, Simpson! It has three shots of rum, a jigger of bourbon and just little dab-a-roo of creme de cassis for flavor.",NO
1838,Really? Well I do have a warm sense of well-being and I seem to be ssslurring my shpeech... you're right! Give me another.,NO
1839,"Now, Homer, go easy on the al-ky-hol. Remember last year at the Winfield's party when you threw up in the laundry hamper?",NO
1840,No.,NO
1841,"Hi! You're Homer's sister-in-law, right? I remember you, but I don't remember you being so beau --tiful.",NO
1842,Ow! Hey! Jeez!,NO
1843,Is that a new kind of Mace? It's really painful.,NO
1844,"Oh, Dr. Hibbert. Enjoying the party?",NO
1845,"Uh, no, not really. Someone seems to have slipped one of those novelty ice cubes with a fake fly in my drink.",NO
1846,It was me! You fell for it!,NO
1847,"Homer, these novelty ice cubes are often made from highly toxic chemicals. Ironically, a real fly would have been much more sanitary.",NO
1848,Please Dad.,NO
1849,You should see the look on your face. It's priceless.,NO
1850,Bart! Come over here.,NO
1851,What?,NO
1852,"You little monkey... you're a little monkey, aren't you?",NO
1853,Yes sir.,NO
1854,"Bart, do that thing you do that's so cute.",NO
1855,What?,NO
1856,That thing you know how to do.,NO
1857,What?,NO
1858,Go to bed.,NO
1859,"Hey, everybody! Look, I'm the funniest guy in the world!",NO
1860,"Oh, Homer, you're the king!",NO
1861,"I've been wantin' to tell you off for years, but I've never had the nerve.",NO
1862,"Homer, I don't know you. My wife and your wife are friends. We met just three hours ago.",NO
1863,"Hey, thanks for invitin' me. I had a wonderful time.",NO
1864,I must apologize for my husband.,NO
1865,"If you want him to live through the night, I suggest you roll him onto his side.",NO
1866,"Hmmm. thank you. I will, Dr. Hibbert. Thanks for coming.",NO
1867,"Remember, I said if.",NO
1868,I have never been so embarrassed in my life.,NO
1869,Why? What'd you do?,NO
1870,Marge!,NO
1871,Come here!,NO
1872,Where-where are we going?,NO
1873,Shhh.,NO
1874,"Homer, I like to think that I'm a patient, tolerant woman, and that there was no line you could cross that could make me stop loving you. But last night, you didn't just cross that line, you threw up on it!",NO
1875,"I'm sorry, honey. Can't we just forget it and go to church.",NO
1876,I'm going to church alone today. You're going to stay here and explain to Bart why you scarred him for life.,NO
1877,"No, I didn't... I... Oh, you mean inside, don't you?",NO
1878,About last night... you might have noticed Daddy acting a little strange and you probably don't understand why.,NO
1879,I understand why. You were wasted.,NO
1880,I admit it. I didn't know when to say when. I'm sorry it happened and I just hope you didn't lose a lot of respect for me.,NO
1881,"Marriage encounter weekend, here I come!",NO
1882,Now you wanna go?,NO
1883,They're holding it at Catfish Lake. They couldn't call it Catfish Lake if it didn't have a catfish in it.,NO
1884,We're going to this retreat to give our marriage a tune-up and that's all. No fishing.,NO
1885,"Oh, that must be the babysitter.",NO
1886,Hello. I'm Mrs. Simpson.,NO
1887,Simpson... Simpson...,NO
1888,"Come back for more, eh?",NO
1889,Oh my. Where are we supposed to get a sitter on such short notice?,NO
1890,"Oh dear. If we can't find a babysitter, we can't go. What a kick in the teeth.",NO
1891,What do you need a babysitter for? I'm almost ten and a half.,NO
1892,Mom! You wouldn't dare.,NO
1893,"Don't take that tone with me, young lady, or I'll give you a taste of the back of me hand.",NO
1894,"No, you don't!",NO
1895,Grampa?,NO
1896,Huh... who?... what?,NO
1897,"Grampa, could you do something?",NO
1898,I can dress myself.,NO
1899,"Well, I was wondering. Do you think you could babysit the kids this weekend? I wouldn't ask, except I'm desperate.",NO
1900,Where ya headed?,NO
1901,Catfish Lake.,NO
1902,"Oh, after General Sherman, are ya?",NO
1903,"Wait, wait a minute... wait a minute. Who's General Sherman?",NO
1904,He's only the biggest catfish in these parts...,NO
1905,Oh yeah.,NO
1906,... they say he weighs upwards of five hundred pounds.,NO
1907,"Whoa, who says that?",NO
1908,They do.,NO
1909,Oh.,NO
1910,Think before you say each word.,NO
1911,You broke a promise to your child.,NO
1912,What?,NO
1913,"You promised Lisa to help her with her costume. You made her cry, then I cried. Then Maggie laughed. She's such a little trooper.",NO
1914,"Lisa's costume. Homer, I didn't realize. I'm so sorry.",NO
1915,"Marge, I want you to admit you have a gambling problem.",NO
1916,"You know, you're right, Homer. Maybe I should get some professional help.",NO
1917,"No no, that's too expensive. Just don't do it anymore.",NO
1918,"And special awards go to the two students who obviously had no help from their parents, Lisa Simpson and Ralph Wiggum.",NO
1919,I'm Idaho.,NO
1920,"Yes, of course you are.",NO
1921,And my necklace.,NO
1922,"Eh, that's no big loss.",NO
1923,Homer! That necklace was a priceless Bouvier family heirloom.,NO
1924,"Oh, you've probably got a whole drawer full of 'em.",NO
1925,"Well... Yes, I do. But they're all heirlooms, too.",NO
1926,"A robbery, right. Thanks for the report.",NO
1927,"Another one, Lou. 723 Evergreen Terrace.",NO
1928,"Well, there doesn't seem to be any pattern, yet. But if I take this one and move it here, and move these over here... Hello... It almost looks like an arrow.",NO
1929,"Hey look, Chief. It's pointing right at this police station.",NO
1930,Let's get outta here!,NO
1931,"When cat burglaries start, can mass murders be far behind? This reporter isn't saying that the burglar is an inhuman monster like the Wolfman, but he very well could be.",NO
1932,"So, professor, would you say it's time for everyone to panic?",NO
1933,"Yes I would, Kent.",NO
1934,"Ladies and gentlemen, ladies and gentlemen please, we have a major break in the case. We recovered the burglar's handkerchief from one of the crime scenes. Now one sniff of this baby and our tracking dog will be hot on his trail. Gosh, look at me, I'm sweating like a pig here...",NO
1935,Ahhh. Aw man... that's better.,NO
1936,"Alright, these are our new family security rules: Be home before dark, and make sure you're not followed, lock all doors and windows.",NO
1937,And don't take candy from strangers.,NO
1938,"Marge, they're only human.",NO
1939,What's the point of all these precautions? I've already lost the only thing that matters to me.,NO
1940,"Oh Lisa, stop pining for your saxophone. I got you another instrument.",NO
1941,"What, this jug?",NO
1942,"Aw, honey. I didn't realize how much that horn meant to you. Don't worry. Daddy's gonna get it back. I don't know how, but I'll figure out something.",NO
1943,Thank you.,NO
1944,"You know Lisa, music helps daddy think.",NO
1945,"I'm with you, Homer.",NO
1946,"I be with ya too, matey.",NO
1947,"I'm with you, Homer.",NO
1948,"You're the man, Homer.",NO
1949,You're so good.,NO
1950,"You're the man, man.",NO
1951,"Son, we wanna help you catch that plug-ugly-yegg.",NO
1952,"Dad, the best way for you to help is to set a good example. Just stand around and don't steal anything.",NO
1953,Hey!,NO
1954,We're on our break!,NO
1955,Oh my! I had no idea how much this town loved that zirconia.,NO
1956,Let me through! Coming through!,NO
1957,"Oh, Grampa. They pelted you too?",NO
1958,No. Actually I fell down at the Big Boy.,NO
1959,"Son, I've come to help you. I know who the cat burglar is.",NO
1960,What? Who? Huh? What?,NO
1961,"Well, well, well. Before I was too old and no one wanted my help. Suddenly, look who comes to old Grampa for--wait! Where're you going?",NO
1962,Come back. I'll tell you.,NO
1963,He was right under my nose the whole time. He lives in my retirement home. His name is Molloy.,NO
1964,"Wow! How'd you track him down, Grampa?",NO
1965,Good question.,NO
1966,What do you mean you lost him?! He might have fallen into one of these machines!,NO
1967,Oh my God! That's his lucky red hat!,NO
1968,"Here's a Danish, Krusty.",NO
1969,"Gimme, gimme, gimme!",NO
1970,Now that's Danish. Where'd you get it?,NO
1971,I stole it from Kent Brockman.,NO
1972,"Great. He didn't touch it, did he?",NO
1973,No.,NO
1974,"Good job, kid. What's your name?",NO
1975,I'm Bart Simpson. I saved you from jail.,NO
1976,I reunited you with your estranged father.,NO
1977,"Yes, Krusty?",NO
1978,"I saved your career, man! Remember your comeback special?",NO
1979,"Yeah, well what have you done for me lately?",NO
1980,I got you that Danish.,NO
1981,And I'll never forget it.,NO
1982,"Hey, kid!",NO
1983,"Hello, everybody. I'm Archie Bell and I'm also the Drells. We got a new song called, 'Tighten Up' and this is the music you tighten up with.",NO
1984,"Hey, what's a-matter with you, you crazy kid? You a-chasin' away my a-business.",NO
1985,"Hey, Pepe, go for the face!",NO
1986,"Yes, son, you can have an electric guitar, just like your old man.",NO
1987,"Dad, I'm asking if I can get a job.",NO
1988,"Gig, son. When you're a musician, a job is called a gig.",NO
1989,This biography of Bart came out awfully quickly. It's not even about him.,NO
1990,Sure it is. Look at the cover.,NO
1991,But inside it's mostly about Ross Perot. And the last two chapters are excerpts from the Oliver North trial.,NO
1992,Ah. Oliver North. He was just poured into that uniform.,NO
1993,"Homer, that hat's been with the station for twenty years. He had one day left 'til retirement.",NO
1994,"La, la, la, la, la.",NO
1995,"La, la, l- Oop.",NO
1996,"Oh, well... let's sell it anyway.",NO
1997,"Yo, check this out. Black guys drive a car like this. Yeah, but white guys, see they drive a car like this.",NO
1998,It is time to settle the score.,NO
1999,Shut up!,YES
2000,"Kenny, how would you like to sodomize my black ass
",YES
